numero_proceso,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,servicio_administrativo_financiero,process_url,process_href,detail_status,detail_text
68-0009-LPU26,Adquisición de drogas y productos químicos - INEIA (ALCANZADO POR EL PROTOCOLO MERCOSUR),Licitación Pública,05/10/2026 11:00 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0017-LPR26,Adquisición de artículos de artes de pesca para los buques de investigación pesquera del INIDEP,Licitación Privada,05/10/2026 11:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0005-LPU26,Servicio de mantenimiento de máquinas marca Muhelbauer y equipos auxiliares para producción de DNI.,Licitación Pública,05/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0017-LPU26,Provisión y entrega de Sillas Cajeras para pasos fronterizos de la DNM,Licitación Pública,05/10/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0068-CDI26,Adquisición gases y alquiler de cilindros para Dpto. Laboratorio de la Delegacion Cordoba del INV.,Contratación Directa,05/10/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
76-0026-CDI26,ADQUISICIÓN DE PLACAS DE MADERA,Contratación Directa,05/10/2026 12:00 Hrs.,Publicado,76/000 - Gerencia de Administración y Capital Humano - SIGEN,109 - Sindicatura General de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0010-LPR26,Adquisición de mobiliario para laboratorio de impresión de DNI del Centro de Producción Documental.,Licitación Privada,05/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
76-0001-LPU26,"Adquisición de computadoras portátiles, computadoras de escritorio y monitores",Licitación Pública,05/10/2026 12:00 Hrs.,Publicado,76/000 - Gerencia de Administración y Capital Humano - SIGEN,109 - Sindicatura General de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
45-0003-CDI26,Servicio de mantenimiento preventivo del grupo electrógeno CUMMINS POWER GENERATION C44 D5.,Contratación Directa,05/10/2026 15:00 Hrs.,Publicado,45 - Dirección General de Administración-SSN,603 - Superintendencia de Seguros de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/37-0643-LPU26,SERVICIO DE PROVISIÓN DE REACTIVOS CON EQUIPO DE QUÍMICA CLÍNICA EN COMODATO,Licitación Pública,06/10/2026 08:00 Hrs.,Publicado,84/37 - Hospital Militar Regional Córdoba,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0436-LPU26,ADQUISICION DE INSUMOS PARA SERVIDORES,Licitación Pública,06/10/2026 08:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
84/32-0679-LPU26,ADQUISICION DE EQUIPOS MOBILIARIOS,Licitación Pública,06/10/2026 08:00 Hrs.,Publicado,84/32 - Liceo Militar General Araoz de Lamadrid,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
37/60-0928-CDI26,ADQUISICIÓN DE ELEMENTOS PARA HERRAJE,Contratación Directa,06/10/2026 08:00 Hrs.,Publicado,"37/060 - Escuadrón 33 ""San Martin De Los Andes""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0425-LPU26,ADQUISICIÓN DE ELEMENTOS DE INFORMATICA PARA LA DIRECCIÓN,Licitación Pública,06/10/2026 08:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
74/16-0432-LPR26,ADQUISICIÓN CÁMARA DIGITAL PORTÁTIL ESTABILIZADA,Licitación Privada,06/10/2026 08:00 Hrs.,Publicado,74/16 - Delegación Centro DRC - APN,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
84/37-1379-LPR26,SERVICIO DE MANTENIMIENTO DE GRUPOS ELECTRÓGENOS,Licitación Privada,06/10/2026 09:00 Hrs.,Publicado,84/37 - Hospital Militar Regional Córdoba,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
74/31-0429-LPR26,Licitación “Equipamiento para el Parque Nacional Lihué Calel”,Licitación Privada,06/10/2026 09:00 Hrs.,Publicado,74/31 - Parque Nacional Lihué Calel,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
84/89-1430-LPR26,Adquisición de víveres especiales,Licitación Privada,06/10/2026 09:00 Hrs.,Publicado,84/89 - Dirección General de Educación,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0181-CDI26,ADQUISICION DE UN (1) DESFIBRILADOR AUTOMATICO,Contratación Directa,06/10/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/89-1433-LPR26,Adquisición de presentes institucionales para la ESG,Licitación Privada,06/10/2026 09:00 Hrs.,Publicado,84/89 - Dirección General de Educación,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
39-0037-LPU26,ADQUISICIÓN DE PINTURAS Y SOLVENTES PARA MANTENIMIENTO DE LAS EMBARCACIONES DE LA INSTITUCIÓN.,Licitación Pública,06/10/2026 09:00 Hrs.,Publicado,39 - Dirección General de Administración- PNA,380 - Prefectura Naval Argentina,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
84/7-0544-LPU26,ADQUISICION DE PALAS DE ROTOR PRINCIPAL - AB206B1,Licitación Pública,06/10/2026 09:00 Hrs.,Publicado,84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0182-CDI26,ADQUISICIÓN DE ELECTRODOMESTICOS,Contratación Directa,06/10/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
38/12-0985-LPR26,ADQUISICIÓN DE CELDAS DE BATERÍAS PARA ARRANQUE DE GENERADOR DE LA CORBETA A.R.A “GÓMEZ ROCA”,Licitación Privada,06/10/2026 09:00 Hrs.,Publicado,38/12 - Comando de la Flota de Mar,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
72-0020-LPU26,ADQUISICIÓN DE AUTOBOMBA ARFF AEROTRANSPÓRTABLE PARA AEROPUERTO,Licitación Pública,06/10/2026 09:00 Hrs.,Publicado,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,371 - Estado Mayor Conjunto (EMCO),,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
38/1-0437-LPU26,"Adquisición de electrodos, alambre para soldadura, varillas y otros elementos afines.",Licitación Pública,06/10/2026 09:30 Hrs.,Publicado,38/01 - ARSENAL NAVAL PUERTO BELGRANO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
34-0004-LPU26,Servicio de mantenimiento y provisión de compresores para equipos de aire acondicionado.,Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,34/000 - Dirección General de Administración - MHA,357 - Ministerio de Economía,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
40/51-0126-LPU26,Servicio de Alquiler del sistema de video endoscopía de alta definición destinado al HACBA,Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,Departamento Contrataciones Córdoba - UOC 40/51,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0017-CDI26,ROTULADORA PORTÁTIL Y CINTAS ROTULADORAS,Contratación Directa,06/10/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0131-CDI26,Ejecución integral llave en mano modificación acceso principal INIDEP p/incorporar entrada vehicular,Contratación Directa,06/10/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
84/7-0590-LPU26,CONTRATACIÓN DEL SERVICIO DE FORMACIÓN TÉCNICA EN MANTENIMIENTO AERONÁUTICO - B AB MANT AERON 601,Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
35-0016-LPU26,Adquisición de licencias de suite de software cartográfico e hidrográfico.,Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,35/000 - Dirección General de Administración - MD,370 - Ministerio de Defensa,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0015-CDI26,ADQUISICIÓN DE INSUMOS E INTERLABORATORIOS EXCLUSIVOS DE LA FIRMA R-BIOPHARM LATINOAMERICA,Contratación Directa,06/10/2026 10:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
72-0029-LPR26,ADQUISICION DE EQUIPOS DE SANIDAD PARA EL COMANDO CONJUNTO ANTARTICO,Licitación Privada,06/10/2026 10:00 Hrs.,Publicado,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,371 - Estado Mayor Conjunto (EMCO),,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
72-0023-LPU26,ADQUISICIÓN DE EQUIPAMIENTO Y HERRAMIENTAS PARA EL APOYO DE BRIGADISTAS FORESTALES,Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,371 - Estado Mayor Conjunto (EMCO),,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
37-0089-LPU26,"""ADQUISICIÓN DE TERMOTANQUES DE 300 L A GAS, PARA LA ESCUELA DE SUBOF CABO RAUL REMBERTO CUELLO""",Licitación Pública,06/10/2026 10:00 Hrs.,Publicado,37/000 - Departamento Contrataciones,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
31-0005-LPU26,Adquisición de Cocinas Industriales,Licitación Pública,06/10/2026 11:00 Hrs.,Publicado,31/000 - Direccion de Contrataciones - SPF,331 - Servicio Penitenciario Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
68-0102-CDI26,"ADQUISICION DE ALIMENTO PARA ANIMALES DE BIOTERIO - INP ""DR. MARIO FATALA CHABEN""",Contratación Directa,06/10/2026 11:00 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
68-0035-LPR26,ACONDICIONAMIENTO EDILICIO DEL SERVICIO DE MICOBACTERIA - INEIA,Licitación Privada,06/10/2026 11:00 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0016-LPU26,SERVICIO INTEGRAL DE MEDICINA LABORAL PARA PERSONAL DE LA DNM,Licitación Pública,06/10/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
44-0007-LPU26,Servicio de Seguridad y Vigilancia,Licitación Pública,06/10/2026 12:00 Hrs.,Publicado,44/000 - Gerencia de Servicios Centrales - CNV,602 - Comisión Nacional de Valores,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0003-LPU26,Servicio de mantenimiento de equipos marca Emperor.,Licitación Pública,06/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0006-LPR26,"Materiales para instalación eléctrica, artefactos de iluminación y lámparas",Licitación Privada,06/10/2026 12:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0060-CDI26,Contratación servicio de alarma y monitoreo para Delegación Córdoba del INV,Contratación Directa,06/10/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
76-0031-CDI26,ADQUISICIÓN DE SWITCHES DE BORDE ADMINISTRABLES ADMINISTRABLES Y DIEZ (10) MÓDULOS,Contratación Directa,06/10/2026 12:00 Hrs.,Publicado,76/000 - Gerencia de Administración y Capital Humano - SIGEN,109 - Sindicatura General de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
68-0082-CDI26,ADQUISICIÓN DE PRODUCTOS VETERINARIOS - INPB,Contratación Directa,06/10/2026 12:00 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
76-0004-LPR26,ADQUISICIÓN DE IMPRESORAS Y ESCANERES PARA LA SINDICATURA GENERAL DE LA NACIÓN,Licitación Privada,06/10/2026 12:00 Hrs.,Publicado,76/000 - Gerencia de Administración y Capital Humano - SIGEN,109 - Sindicatura General de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
23-0018-LPU26,Adquisición de equipos de identificación por espectroscopia (tipo Raman).,Licitación Pública,06/10/2026 12:00 Hrs.,Publicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
46/21-0128-CDI26,ADQUISICIÓN DE ELEMENTOS PARA CONTADORES DE TRÁNSITO PARA EL 21° DTO- LA PAMPA,Contratación Directa,06/10/2026 12:00 Hrs.,Publicado,46/21 - 21° La Pampa - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0017-CDI26,ADQUISICIÓN DE BATERÍAS DE ARRANQUE PARA CAMPAMENTOS,Contratación Directa,06/10/2026 12:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
31-0003-LPR26,Adquisición de Hornos eléctricos.,Licitación Privada,06/10/2026 13:00 Hrs.,Publicado,31/000 - Direccion de Contrataciones - SPF,331 - Servicio Penitenciario Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
31-0003-LPR24,ADQUISICIÓN DE EQUIPOS DE QUIMICA Y HEMATOLOGA PARA EL LABORATORIO CENTRAL DEL SPF,Licitación Privada,06/10/2026 14:00 Hrs.,Publicado,31/000 - Direccion de Contrataciones - SPF,331 - Servicio Penitenciario Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
80-0067-LPU26,Adquisición de Somatropina /Somatotropina /Somatotropina Recombinante Humana con logística,Licitación Pública,06/10/2026 15:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
31-0043-LPU24,Adquisición de Sillas y Mesas Plásticas.,Licitación Pública,06/10/2026 15:00 Hrs.,Publicado,31/000 - Direccion de Contrataciones - SPF,331 - Servicio Penitenciario Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
45-0004-CDI26,Adquisición de servicio de mantenimiento integral de aires acondicionados del Datacenter,Contratación Directa,06/10/2026 15:00 Hrs.,Publicado,45 - Dirección General de Administración-SSN,603 - Superintendencia de Seguros de la Nación,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
84/37-0646-LPU26,SERVICIO DE LAVANDERÍA Y ESTERILIZACIÓN DE PRENDAS HOSPITALARIAS,Licitación Pública,07/10/2026 08:00 Hrs.,Publicado,84/37 - Hospital Militar Regional Córdoba,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
37/71-0220-LPR26,ADQUISICION DEL SERVICIO DE FUMIGACION,Licitación Privada,07/10/2026 08:00 Hrs.,Publicado,"37/071 - Agrupación Unidades Operativas ""Buenos Aires""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/12-0241-LPU26,ADQUISICION DE PLANTA FRIGORIFICA DE CARGA DEL BUQUE LOGÍSTICO ARA PATAGONIA,Licitación Pública,07/10/2026 09:00 Hrs.,Publicado,38/12 - Comando de la Flota de Mar,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
38/3-1005-LPR26,ADQUISICIÓN DE MATERIALES Y ACCESORIOS PARA LA ACTIVIDAD DE PARACAIDISMO,Licitación Privada,07/10/2026 09:00 Hrs.,Publicado,38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
38/1-1163-LPR26,"Adquisición de cojinetes THORDON, componentes y repuestos técnicos para el mantenimiento.",Licitación Privada,07/10/2026 09:30 Hrs.,Publicado,38/01 - ARSENAL NAVAL PUERTO BELGRANO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
38/1-0416-LPU26,Adq. de 1 Kit de repuestos de Equipos Periféricos de Motores Generadores.,Licitación Pública,07/10/2026 09:30 Hrs.,Publicado,38/01 - ARSENAL NAVAL PUERTO BELGRANO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0003-CPU26,SERVICIOS DE FULL INTERNET Y ENLACES PUNTO A PUNTO (MPLS),Concurso Público,07/10/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
74/3-0418-LPR26,SERVICIO INTEGRAL DE GOMERÍA PARA LA FLOTA DE VEHÍCULOS OFICIALES DEL P.N.L. SEGUNDO LLAMADO,Licitación Privada,07/10/2026 10:00 Hrs.,Publicado,74/003 - Parque Nacional Lanin,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0007-CPR26,PROVISIÓN DE INDUMENTARIA,Concurso Privado,07/10/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
17-0001-LPR26,CONTRATACION SEGURO CONTRA INCENDIO,Licitación Privada,07/10/2026 10:00 Hrs.,Publicado,17 - Oficina de Compras- TNC,113 - Teatro Nacional Cervantes,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
40/51-0119-LPU26,Adquisición de medicamentos de alto costo para el HOSPITAL AERONÁUTICO CÓRDOBA,Licitación Pública,07/10/2026 10:00 Hrs.,Publicado,Departamento Contrataciones Córdoba - UOC 40/51,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
84/135-1449-LPR26,ADQUISICIÓN DE EFECTOS DE CEREMONIAL Y PROTOCOLO B TRANSP,Licitación Privada,07/10/2026 10:00 Hrs.,Publicado,84/135 - Dirección General de Material,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
14-0051-CDI26,ADQUISICIÓN DE ACTUALIZACIÓN LICENCIAS SISTEMA INSTITUCIONAL DE CORREO ELECTRÓNICO - GTIC,Contratación Directa,07/10/2026 10:00 Hrs.,Publicado,14 - Compras y Contrataciones - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
80-0047-LPU26,Solicitud de adquisición de Test VPH,Licitación Pública,07/10/2026 11:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
46-0034-LPU26,Servicio de mantenimiento preventivo y correctivo de red fijas contra incendios de Casa Central,Licitación Pública,07/10/2026 11:00 Hrs.,Publicado,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
68-0097-CDI26,SERVICIO DE INSPECCIÓN Y ENSAYOS DE APARATOS SOMETIDOS A PRESIÓN (ASP) - INP,Contratación Directa,07/10/2026 11:00 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
