numero_proceso,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,servicio_administrativo_financiero,process_url,process_href,detail_status,detail_text
34-0002-CPU26,Consultoría de Control de Calidad (QA) Automático para el ecosistema SIAF,Concurso Público,29/09/2026 10:00 Hrs.,Publicado,34/000 - Dirección General de Administración - MHA,357 - Ministerio de Economía,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
40/51-0278-LPR26,Adquisición de medicamentos neurológicos y antialérgicos para el HOSPITAL AERONÁUTICO CORDOBA,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,Departamento Contrataciones Córdoba - UOC 40/51,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
38/4-1065-LPR26,ADQUISICIÓN DE INSUMOS PARA MANTENIMIENTO DE VIVIENDAS FISCALES Y ALOJAMIENTOS NAVALES PARA BNMP,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,38/4 - INTENDENCIA NAVAL MAR DEL PLATA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0132-CDI26,Adquisición de insumos para el Departamento de Impresiones,Contratación Directa,29/09/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
84/135-0593-LPU26,ADQUISICIÓN DE CASCOS DE VUELO HGU 56/P CON MÁSCARA DE PROTECCIÓN MAXILOFACIAL,Licitación Pública,29/09/2026 10:00 Hrs.,Publicado,84/135 - Dirección General de Material,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/38-1093-LPR26,ADQUISICION DE BIOMEDICOS PARA CARDIOLOGIA,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,38/38 - MINISTERIO DE DEFENSA - ARMADA ARGENTINA - HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DOCTOR PEDRO MALLO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
487-0031-LPU26,"Adquisicion de agujas, cateteres y descartadores",Licitación Pública,29/09/2026 10:00 Hrs.,Publicado,487 - División Compras y Suministros - Superintendencia de Bienestar de la Policia Federal Argentina,403 - Superintendencia de Bienestar de la Policia Federal Argentina,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
40/52-0165-LPR26,“SERVICIO DE REPARACIONES Y MEJORAS EN CUBIERTA DE TECHO CASINO Y COCINA DEL CRUC-IUA.”.,Licitación Privada,29/09/2026 10:00 Hrs.,Publicado,Departamento Contrataciones Córdoba - UOC 40/52,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
40/39-0665-CDI26,"“Servicio de recarga, mantenimiento y prueba hidráulica matafuegos residencia Geriátrica Ezeiza”",Contratación Directa,29/09/2026 10:00 Hrs.,Publicado,40/039 - UOC DPTO CDR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
40/39-0669-CDI26,"“Servicio de dosimetría""",Contratación Directa,29/09/2026 10:00 Hrs.,Publicado,40/039 - UOC DPTO CDR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
315-0020-CDI26,Suscripción online al Servicio Integrado de Estadísticas de Comercio Exterior “PENTA TRANSACTION”,Contratación Directa,29/09/2026 11:00 Hrs.,Publicado,315/000 - Dirección General de Administración - MP,362 - Ministerio de Desarrollo Productivo,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
80-0065-LPU26,"Provisión de Daratumumab 100 MG / 5 ML, Daratumumab 1800 MG / 15 ML, y Daratumumab 400 MG / 20 ML",Licitación Pública,29/09/2026 11:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
63-0039-CDI26,Contratacion de los Servicios de la Cámara Compensadora Electrónica de Transacciones S.A. (COELSA),Contratación Directa,29/09/2026 11:00 Hrs.,Publicado,63/000 - Dirección de Contrataciones - ANSES II,850 - Administración Nacional de la Seguridad Social,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0124-CDI26,Adquisición de pinturas para los buques de investigación pesquera del INIDEP,Contratación Directa,29/09/2026 11:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0012-LPU26,Servicio de procesamiento de pagos presenciales y en línea de los cobros de tasas DNM,Licitación Pública,29/09/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
44-0005-LPU26,Actualización/upgrade del Vmware VSPHERE 8 ENTERPRISE PLUS - Implementación y Soporte Técnico,Licitación Pública,29/09/2026 12:00 Hrs.,Publicado,44/000 - Gerencia de Servicios Centrales - CNV,602 - Comisión Nacional de Valores,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
73-0004-LPR26,CONTRATACION DE UN SERVICIO DE CONTROL DE AUSENTISMO PARA ESTA COMISION NACIONAL DE REGULACION DEL T,Licitación Privada,29/09/2026 13:00 Hrs.,Publicado,73 - Direccion General de Administración - CNRT,661 - Comisión Nacional de Regulación de Transporte,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
80-0092-CDI26,Provisión y Distribución en el ámbito nacional del medicamento de Octreotida 20 mg y 30 mg,Contratación Directa,29/09/2026 14:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
41-0023-CDI26,"Servicio de mantenimiento, reparación y limpieza de tanques y cisternas",Contratación Directa,30/09/2026 06:00 Hrs.,Publicado,41 - División Compras y Contrataciones-IGN,450 - Instituto Geográfico Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
41-0020-CDI26,Servicio de emergencias médicas y área protegida,Contratación Directa,30/09/2026 06:00 Hrs.,Publicado,41 - División Compras y Contrataciones-IGN,450 - Instituto Geográfico Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
38/19-1077-LPR26,ESNN SERVICIO DE MANT. Y CERTIFICACION DE CALDERAS,Licitación Privada,30/09/2026 07:00 Hrs.,Publicado,38/19 - División Contrataciones del Cuartel General del EMGA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
84/41-1408-LPR26,ADQUISICION DE VIVERES PARA REFUERZO DE MESA E INSUMOS PARA CAFETERIA,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,84/41 - Contaduría general del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
84/77-1429-LPR26,ADQUISICIÓN DE MOBILIARIO Y EQUIPAMIENTO PARA LA RESIDENCIA MILITAR CAMPO DE MAYO,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,84/77 - Departamento Contaduría y Finanzas (EMGE),374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
37/133-0880-CDI26,ADQUISICIÓN DE MATERIALES DE ELECTRICIDAD,Contratación Directa,30/09/2026 08:00 Hrs.,Publicado,"37/133 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ""ESCUADRÓN 64 MENDOZA""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
40/16-0314-LPR26,ADQUISICIÓN DE INSUMOS SECOS Y FRESCOS PARA ELABORACIÓN DE ALIMENTOS,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,40/016 - AREA MATERIAL QUILMES,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
74/45-0416-LPR26,ADQUISICION DE HERRAMIENTAS Y VARIOS PARA EL PNISF,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,74/45 - Parque Nacional Islas de Santa Fe,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
74/15-0378-LPR26,ADQUISICION DE GAS A GRANEL 2° PARA EL PNSQ,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,74/15 - Parque Nacional Sierra de las Quijadas - Dpto. Administracion,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/34-0780-LPR26,ADQUISICIÓN DE EFECTOS PARA EL MANTENIMIENTO DEL SEMI REMOLQUE 3 EJES JAULA,Licitación Privada,30/09/2026 08:00 Hrs.,Publicado,84/34 - Regimiento de Granaderos a Caballo,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
46/10-0134-CDI26,Servicio de VTV - 10° Distrito - Corrientes,Contratación Directa,30/09/2026 09:00 Hrs.,Publicado,46/10 - 10° Corrientes - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
37/121-0942-CDI26,SERVICIO DE RECARGA Y MANTENIMIENTO DE MATAFUEGOS,Contratación Directa,30/09/2026 09:00 Hrs.,Publicado,"37/121 - Instituto De Formacion De Gendarmes ""Gendarmes Felix Manifior""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
46/10-0019-LPR26,Reparaciones y servicios de unidades livianas del 10° Distrito,Licitación Privada,30/09/2026 09:00 Hrs.,Publicado,46/10 - 10° Corrientes - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
40/18-0772-CDI26,REPARACION Y MANTENIMIENTO DE VEHICULOS-GICE,Contratación Directa,30/09/2026 09:00 Hrs.,Publicado,40/018 - UOC PAR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
84/41-0642-LPU26,OBRAS DE ADECUACIÓN Y MEJORA EDILICIA A LA CONTADURIA GENERAL DEL EJERCITO,Licitación Pública,30/09/2026 09:00 Hrs.,Publicado,84/41 - Contaduría general del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
74/30-0351-LPR26,"Adquisición de Rep., Accesorios y Herramientas para el Mant. de motosierras PNPM.",Licitación Privada,30/09/2026 09:00 Hrs.,Publicado,74/30 - Parque Nacional Perito Moreno,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
38/25-1148-LPR26,ADQUISICION DE REMACHES CHERRY Y CHAPAS AERONAUTICAS (ARCE),Licitación Privada,30/09/2026 09:00 Hrs.,Publicado,38/25 - Base Aeronaval Comandante espora,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
84/129-0608-LPU26,"ADQUISICIÓN DE INSUMOS, REPUESTOS Y BATERIAS PARA CAMIÓN MED 40 TON 6X6 MOD M 916 A3 FREIGHTLINER",Licitación Pública,30/09/2026 09:00 Hrs.,Publicado,84/129 - Dirección de Arsenales,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
40/18-0268-LPR26,ADQUISICION DE ELEMENTOS DE FERRETERIA Y HERRAMIENTAS MENORES,Licitación Privada,30/09/2026 09:30 Hrs.,Publicado,40/018 - UOC PAR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
38/4-1117-LPR26,"SERVICIO DE RECARGA, INSPECCIÓN Y MANTENIMIENTO DE MATAFUEGOS PARA ARAZ",Licitación Privada,30/09/2026 10:00 Hrs.,Publicado,38/4 - INTENDENCIA NAVAL MAR DEL PLATA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
46/10-0126-CDI26,SERVICIO DE RECARGA DE MATAFUEGOS - 10° DISTRITO - CORRIENTES - 2DO LLAMADO,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,46/10 - 10° Corrientes - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
37/42-0180-LPR26,"SERVICIO DE LIMPIEZA, FUMIGACION Y DESMALEZADO DEL PASO INTERNACIONAL MISION LA PAZ POZO HONDO",Licitación Privada,30/09/2026 10:00 Hrs.,Publicado,"37/042 - Escuadrón 54 ""Aguaray""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0006-CPR26,SERV. INTEGRAL PARA VIAJE DE ESTUDIOS DE LOS ALUMNOS DE LA CARRERA DE ESPECIALIZACIÓNEN SEG NUCLEAR,Concurso Privado,30/09/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
38/38-0381-LPU26,"PROVISION DE EQUIPO EN COMODATO PARA GASES EN SANGRE CON REACTIVOS, CONTROLES E INSUMOS ASOCIADOS",Licitación Pública,30/09/2026 10:00 Hrs.,Publicado,38/38 - MINISTERIO DE DEFENSA - ARMADA ARGENTINA - HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DOCTOR PEDRO MALLO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
509/4-0034-LPR26,Pintura del frente de Edificio Principal.,Licitación Privada,30/09/2026 10:00 Hrs.,Publicado,509/4 - Compras y Contrataciones - Hospital Nac Lic Laura Bonaparte,919 - ADMINISTRACION NACIONAL DE ESTABLECIMIENTOS DE SALUD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
16-0007-LPR26,Mantenimiento de Equipos de LDB,Licitación Privada,30/09/2026 10:00 Hrs.,Publicado,16/000 - Dirección General de Administración-ARN,112 - Autoridad Regulatoria Nuclear,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
71-0029-CDI26,Locación de sede Corrientes para la SSSalud.-,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,71 - Coordinación de Contrataciones y Patrimonio-SSS,914 - Superintendencia de Servicios de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0007-CPU26,Contratación servcios de entrada y trabajos en dique seco BIP DR. EDUARDO L. HOLMBERG,Concurso Público,30/09/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
37/133-0794-CDI26,ADQUISICIÓN DEL SERVICIO DE INSTALACIÓN DE CÁMARAS DE VIDEO VIGILANCIA,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,"37/133 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ""ESCUADRÓN 64 MENDOZA""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/34-1385-LPR26,ADQUISICIÓN DE VÍVERES ESPECIALES PARA EL RGC PARA EL 3ER TRIMESTRE 2026,Licitación Privada,30/09/2026 10:00 Hrs.,Publicado,84/34 - Regimiento de Granaderos a Caballo,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
38/15-0370-LPU26,Adquisición de Vehículos Municipales.,Licitación Pública,30/09/2026 10:00 Hrs.,Publicado,38/15 JEFATURA DE OBTENCION DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
37/81-0719-CDI26,ADQUISICION DE SERVICIO DE RECARGA DE MATAFUEGOS,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,"37/081 - Escuadrón Seguridad ""El Chocon""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
37/55-0936-CDI26,ADQUISICIÓN DE SERVICIO DE ALINEACIÓN Y BALANCEO DE VEHÍCULOS,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,37/055 - Destacamento Movil 4,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
40/11-0215-CDI26,Adquisición de Materiales Eléctricos,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,40/11 - UOC DPTO CDR,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0176-CDI26,ADQUISICION DE INSUMOS PARA SISTEMA DE IDENTIFICACION DEL PERSONAL CIVIL Y MILITAR,Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
38/8-0419-LPU26,ADQUISICIÓN DE INSUMOS DE PINTURA PARA LA DIVISION PATRULLADO FLUVIAL.,Licitación Pública,30/09/2026 10:00 Hrs.,Publicado,38/008 - Base Naval Zárate,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
22-0007-LPU26,ADQUISICION DE IMPRESORAS,Licitación Pública,30/09/2026 10:00 Hrs.,Publicado,22 - Dpto de Compras y Suministros - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,250 - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
37-0088-LPU26,ADQUISICIÓN DE CANES,Licitación Pública,30/09/2026 10:00 Hrs.,Publicado,37/000 - Departamento Contrataciones,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
37/24-0906-CDI26,"ADQUISCION DE ELEMENTOS PARA CERCO PERIMETRAL ""CANILES SECCION SAN JOSE""",Contratación Directa,30/09/2026 10:00 Hrs.,Publicado,"37/024 - Escuadrón 8 ""Alto Uruguay""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
315-0022-CDI26,Servicio integral de tecnología y organización para la Ronda de Negocios B2B – Proyectos RIGI,Contratación Directa,30/09/2026 11:00 Hrs.,Publicado,315/000 - Dirección General de Administración - MP,362 - Ministerio de Desarrollo Productivo,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
510-0001-LPU26,SERVICIO DE VIGILANCIA PARA EL ENREGE (PGM 17),Licitación Pública,30/09/2026 11:00 Hrs.,Publicado,510 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,674 - ENTE NACIONAL REGULADOR DEL GAS Y LA ELECTRICIDAD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
64-0014-LPR26,Contratación de un Servicio de Estudios Psicotécnicos,Licitación Privada,30/09/2026 11:00 Hrs.,Publicado,64/000 - Departamento de Compras y Contrataciones- SRT,852 - Superintendencia de Riesgos del Trabajo,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
368-0014-CDI26,Servicio de mantenimiento de DOS (2) ascensores de la UNIDAD DE INFORMACIÓN FINANCIERA,Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,368/000 - Dirección General de Administración - UIF,670 - Unidad de Información Financiera,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0067-CDI26,"SERVICIO DE DESARME , DIAGNÓSTICO Y REPARACIÓN DEL EQUIPO ESPECTROFOTÓMETRO FT- IR, SPECTRUM 100 MAR",Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0064-CDI26,REPARACIÓN VEHÍCULO OFICIAL DOMINIO NPE-676 PERTENECIENTE A LA FLOTA AUTOMOTOR DEL INV,Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0061-CDI26,REPARACIÓN VEHÍCULO OFICIAL DOMINIO NOD-824 PERTENECIENTE A DELEGACION SAN MARTIN DEL INV.,Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0018-LPU26,REFUNCIONALIZACIÓN DELEGACIÓN JUJUY,Licitación Pública,30/09/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0062-CDI26,"MANTENIMIENTO PREVENTIVO DE EQUIPO CROMATÓGRAFO DE GASES, MARCA THERMO SCIENTIFIC",Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
66-0030-CDI26,Mantenimiento de equipos e insumos - LNC INAME,Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,"66/00 - Dirección de Compras, Suministros, Logística y Arquitectura - ANMAT","904 - Administración Nacional de Medicamentos, Alimentos y Tecnología Médica - ANMAT",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0013-CDI26,Contratación de servicio mantenimiento y adquisición de repuestos por exclusividad a D'AMICO SISTEMA,Contratación Directa,30/09/2026 12:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0036-LPU26,Adquisicion de insumos,Licitación Pública,30/09/2026 12:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
